ID,Subsystem,Path,Owner,Role,Phase,Status,DeclaredLang,ImplLang,Build,KyraWave,TargetDir,_source,Title,Area,Priority,Language,FileType,Tags,Description,PlanToConvertToKyra,OrderHint,id,title,language,path
S054,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/module_004.cu,Core Team,module_004,P1-P2-P7,[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S060,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/module_010.cu,Core Team,module_010,P1-P2-P7,[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S063,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/module_013.cu,Core Team,module_013,P1-P2-P7,[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S074,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/module_024.cu,Core Team,module_024,P1-P2-P7,[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S076,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/module_026.cu,Core Team,module_026,P1-P2-P7,[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S078,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/module_028.cu,Core Team,module_028,P1-P2-P7,[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S091,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/module_041.cu,Core Team,module_041,P1-P2-P7,[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S092,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/module_042.cu,Core Team,module_042,P1-P2-P7,[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S100,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/module_050.cu,Core Team,module_050,P1-P2-P7,[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S106,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/module_056.cu,Core Team,module_056,P1-P2-P7,[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S126,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/module_076.cu,Core Team,module_076,P1-P2-P7,[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S146,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/module_096.cu,Core Team,module_096,P1-P2-P7,[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S156,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/module_106.cu,Core Team,module_106,P1-P2-P7,[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S199,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/module_149.cu,Core Team,module_149,P1-P2-P7,[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S202,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/module_152.cu,Core Team,module_152,P1-P2-P7,[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S222,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/module_172.cu,Core Team,module_172,P1-P2-P7,[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S224,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/module_174.cu,Core Team,module_174,P1-P2-P7,[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S003,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/parser.cu,Core Team,parser,P1-P2-P7,[ ],CUDA,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S016,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/pass_dce.cu,Core Team,pass_dce,P1-P2-P7,[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S535,Kyra+Impulse+Tract,repos/impulse/codegen/gpu/speculative_heads.cu,Core Team,EAGLE-style multi-token prediction heads,"P1,P2,P7",[ ],CUDA,python,python+pytest,Wave 0 (Toolchain),repos/impulse/codegen/gpu,coding_plan_v1.csv,,,,,,,,,,,,,
S022,Kyra+Impulse+Tract,repos/impulse/src/aot_driver.rs,Core Team,aot_driver,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S034,Kyra+Impulse+Tract,repos/impulse/src/indexing.rs,Core Team,indexing,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S013,Kyra+Impulse+Tract,repos/impulse/src/ir_core.rs,Core Team,ir_core,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S001,Kyra+Impulse+Tract,repos/impulse/src/lexer.rs,Core Team,lexer,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S061,Kyra+Impulse+Tract,repos/impulse/src/module_011.rs,Core Team,module_011,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S080,Kyra+Impulse+Tract,repos/impulse/src/module_030.rs,Core Team,module_030,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S086,Kyra+Impulse+Tract,repos/impulse/src/module_036.rs,Core Team,module_036,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S105,Kyra+Impulse+Tract,repos/impulse/src/module_055.rs,Core Team,module_055,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S141,Kyra+Impulse+Tract,repos/impulse/src/module_091.rs,Core Team,module_091,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S160,Kyra+Impulse+Tract,repos/impulse/src/module_110.rs,Core Team,module_110,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S177,Kyra+Impulse+Tract,repos/impulse/src/module_127.rs,Core Team,module_127,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S204,Kyra+Impulse+Tract,repos/impulse/src/module_154.rs,Core Team,module_154,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S210,Kyra+Impulse+Tract,repos/impulse/src/module_160.rs,Core Team,module_160,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S216,Kyra+Impulse+Tract,repos/impulse/src/module_166.rs,Core Team,module_166,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S227,Kyra+Impulse+Tract,repos/impulse/src/module_177.rs,Core Team,module_177,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S232,Kyra+Impulse+Tract,repos/impulse/src/module_182.rs,Core Team,module_182,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S019,Kyra+Impulse+Tract,repos/impulse/src/pass_escape.rs,Core Team,pass_escape,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S007,Kyra+Impulse+Tract,repos/impulse/src/shape_checker.rs,Core Team,shape_checker,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S534,Kyra+Impulse+Tract,repos/impulse/src/speculative_heads.rs,Core Team,EAGLE-style multi-token prediction heads,"P1,P2,P7",[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/src,coding_plan_v1.csv,,,,,,,,,,,,,
S542,Kyra+Impulse+Tract,repos/impulse/tests/tests_helix.rs,Core Team,Helix Embedding Core (RoPE+/geometric),"P1,P7",[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/impulse/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S552,Kyra+Impulse+Tract,repos/kyra/src/logic_bridge.rs,Core Team,Tensor-Logic Bridge (neuro-symbolic),"P1,P3,P4",[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/kyra/src,coding_plan_v1.csv,,,,,,,,,,,,,
S051,Kyra+Impulse+Tract,repos/kyra/src/module_001.rs,Core Team,module_001,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/kyra/src,coding_plan_v1.csv,,,,,,,,,,,,,
S056,Kyra+Impulse+Tract,repos/kyra/src/module_006.rs,Core Team,module_006,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/kyra/src,coding_plan_v1.csv,,,,,,,,,,,,,
S064,Kyra+Impulse+Tract,repos/kyra/src/module_014.rs,Core Team,module_014,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/kyra/src,coding_plan_v1.csv,,,,,,,,,,,,,
S067,Kyra+Impulse+Tract,repos/kyra/src/module_017.rs,Core Team,module_017,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/kyra/src,coding_plan_v1.csv,,,,,,,,,,,,,
S072,Kyra+Impulse+Tract,repos/kyra/src/module_022.rs,Core Team,module_022,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/kyra/src,coding_plan_v1.csv,,,,,,,,,,,,,
S085,Kyra+Impulse+Tract,repos/kyra/src/module_035.rs,Core Team,module_035,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/kyra/src,coding_plan_v1.csv,,,,,,,,,,,,,
S090,Kyra+Impulse+Tract,repos/kyra/src/module_040.rs,Core Team,module_040,P1-P2-P7,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/kyra/src,coding_plan_v1.csv,,,,,,,,,,,,,
